Timestamp,Event_Label,Notes
1770138516.0371368,SYNC_CLAP,
1770138521.4852555,START_NORMAL_KEYBOARD,
1770138524.9892123,START_SUSPICIOUS_PHONE,
1770138527.6692035,END_ACTION,
1770138882.8452744,SYNC_CLAP,
1770138900.7572255,START_SUSPICIOUS_PHONE,
1770138914.4849985,START_NORMAL_PAPER,
1770138922.836997,END_ACTION,
