Timestamp,Event,Details
1776591542.6061537,SESSION_START,
1776591543.1695652,QUESTION_START,Q1
1776591697.5741873,QUESTION_END,Q1
1776591697.5743878,QUESTION_START,Q2
1776591739.5147736,QUESTION_END,Q2
1776591739.5149179,QUESTION_START,Q3
1776591808.3124566,QUESTION_END,Q3
1776591808.312896,QUESTION_START,Q4
1776591916.9211056,QUESTION_END,Q4
1776591916.921258,QUESTION_START,Q5
1776591964.854957,QUESTION_END,Q5
1776591964.8551657,SESSION_END,
