Timestamp,Event,Details
1775462532.887585,SESSION_START,
1775462533.5530963,QUESTION_START,Q1
1775462569.3761313,QUESTION_END,Q1
1775462569.3766263,QUESTION_START,Q2
1775462620.9412217,QUESTION_END,Q2
1775462620.9415767,QUESTION_START,Q3
1775462675.631413,QUESTION_END,Q3
1775462675.6318986,QUESTION_START,Q4
1775462798.3337705,QUESTION_END,Q4
1775462798.3340836,QUESTION_START,Q5
1775462815.934655,QUESTION_END,Q5
1775462815.9351642,SESSION_END,
