Timestamp,Event,Details
1776595174.6765125,SESSION_START,
1776595175.2386343,QUESTION_START,Q1
1776595251.80108,QUESTION_END,Q1
1776595251.8012917,QUESTION_START,Q2
1776595302.8397446,QUESTION_END,Q2
1776595302.8399642,QUESTION_START,Q3
1776595334.9010918,QUESTION_END,Q3
1776595334.9012263,QUESTION_START,Q4
1776595388.0378885,QUESTION_END,Q4
1776595388.0380144,QUESTION_START,Q5
1776595424.4734504,QUESTION_END,Q5
1776595424.4736862,SESSION_END,
