Timestamp,Frame,Face_Detected,Pitch,Yaw,Roll,Gaze_X,Gaze_Y
1775455205.964,0,1,11.28,-5.21,5.16,0.5025,0.4011
1775455206.014,1,1,10.94,-5.22,5.22,0.5024,0.4011
1775455206.064,2,1,10.88,-5.28,5.20,0.5021,0.4012
1775455206.114,3,1,10.84,-5.32,5.24,0.5017,0.4013
1775455206.164,4,1,10.70,-3.61,5.16,0.4991,0.3990
1775455206.214,5,1,10.90,-3.59,5.15,0.4985,0.3987
1775455206.264,6,1,10.98,-3.86,5.20,0.4985,0.3986
1775455206.314,7,1,11.08,-3.92,5.22,0.4984,0.3986
1775455206.364,8,1,11.11,-3.96,5.22,0.4984,0.3986
1775455206.414,9,1,11.14,-3.98,5.23,0.4984,0.3986
1775455206.464,10,1,11.15,-4.00,5.23,0.4984,0.3986
1775455206.514,11,1,11.16,-4.01,5.23,0.4984,0.3986
1775455206.564,12,1,11.20,-4.09,5.20,0.4984,0.3986
1775455206.614,13,1,11.24,-4.08,5.16,0.4984,0.3986
1775455206.664,14,1,9.74,-1.02,4.65,0.4926,0.3873
1775455206.714,15,1,10.94,-0.45,4.59,0.4914,0.3873
1775455206.764,16,1,11.01,-0.77,4.64,0.4913,0.3870
1775455206.814,17,1,11.34,0.57,4.32,0.4892,0.3839
1775455206.864,18,1,10.39,0.94,4.21,0.4882,0.3807
1775455206.914,19,1,9.60,3.35,3.76,0.4862,0.3773
1775455206.964,20,1,11.19,4.29,3.74,0.4831,0.3756
1775455207.014,21,1,12.77,5.29,3.92,0.4813,0.3773
1775455207.064,22,1,11.46,4.67,3.71,0.4802,0.3752
1775455207.114,23,1,14.66,6.89,4.36,0.4752,0.3816
1775455207.164,24,1,12.98,3.99,3.73,0.4775,0.3817
1775455207.214,25,1,10.45,2.46,3.48,0.4783,0.3803
1775455207.264,26,1,9.27,2.48,3.37,0.4783,0.3802
1775455207.314,27,1,8.79,2.03,3.26,0.4785,0.3805
1775455207.364,28,1,8.78,1.69,3.29,0.4786,0.3808
1775455207.414,29,1,9.01,1.97,3.31,0.4787,0.3819
1775455207.464,30,1,10.04,0.42,2.96,0.4808,0.3853
1775455207.514,31,1,9.85,-0.54,2.64,0.4829,0.3870
1775455207.564,32,1,10.73,-1.57,2.75,0.4883,0.3926
1775455207.614,33,1,11.24,-2.42,3.11,0.4948,0.3994
1775455207.664,34,1,13.31,-3.73,3.41,0.5028,0.4082
1775455207.714,35,1,12.59,-3.07,3.46,0.5098,0.4100
1775455207.764,36,1,13.65,-3.62,3.99,0.5168,0.4131
1775455207.814,37,1,13.67,-4.07,4.22,0.5211,0.4138
1775455207.864,38,1,13.90,-4.63,4.31,0.5270,0.4124
1775455207.914,39,1,15.09,-4.58,4.43,0.5301,0.4142
1775455207.964,40,1,15.30,-5.00,4.83,0.5341,0.4173
1775455208.014,41,1,15.15,-4.88,4.81,0.5352,0.4182
1775455208.064,42,1,15.85,-4.61,4.83,0.5366,0.4215
1775455208.114,43,1,16.09,-4.28,4.85,0.5376,0.4231
1775455208.164,44,1,16.00,-5.12,5.25,0.5415,0.4248
1775455208.214,45,1,16.43,-4.76,5.30,0.5435,0.4259
1775455208.264,46,1,16.85,-5.50,5.76,0.5474,0.4271
1775455208.314,47,1,16.49,-5.94,5.87,0.5490,0.4276
1775455208.364,48,1,16.63,-6.06,5.83,0.5494,0.4282
1775455208.414,49,1,17.11,-6.25,5.93,0.5498,0.4293
1775455208.464,50,1,17.26,-5.92,5.97,0.5493,0.4302
1775455208.514,51,1,17.30,-6.17,5.98,0.5491,0.4307
1775455208.564,52,1,17.56,-5.92,5.97,0.5487,0.4309
1775455208.614,53,1,17.61,-5.73,5.95,0.5485,0.4308
1775455208.664,54,1,15.13,-8.25,-172.93,0.5482,0.4313
1775455208.714,55,1,15.22,-8.17,-172.97,0.5480,0.4312
1775455208.764,56,1,15.24,-8.13,-172.96,0.5468,0.4311
1775455208.814,57,1,18.14,-6.18,6.09,0.5457,0.4308
1775455208.864,58,1,15.24,-8.13,-173.01,0.5444,0.4301
1775455208.914,59,1,14.93,-8.24,-173.12,0.5440,0.4291
1775455208.964,60,1,14.58,-8.02,-173.19,0.5425,0.4271
1775455209.014,61,1,14.70,-8.14,-173.21,0.5416,0.4262
1775455209.064,62,1,15.00,-7.79,-173.44,0.5403,0.4256
1775455209.114,63,1,18.75,-6.57,5.82,0.5395,0.4252
1775455209.164,64,1,18.92,-6.13,5.81,0.5386,0.4250
1775455209.214,65,1,19.21,-5.68,5.69,0.5383,0.4251
1775455209.264,66,1,19.95,-5.45,5.71,0.5382,0.4268
1775455209.314,67,1,20.27,-5.21,5.61,0.5379,0.4268
1775455209.364,68,1,21.15,-4.79,5.59,0.5371,0.4260
1775455209.414,69,1,21.19,-4.52,5.51,0.5366,0.4237
1775455209.464,70,1,20.86,-4.64,5.22,0.5366,0.4162
1775455209.514,71,1,20.56,-4.43,5.15,0.5367,0.4131
1775455209.564,72,1,20.24,-4.62,5.22,0.5392,0.4080
1775455209.614,73,1,20.70,-4.53,5.49,0.5409,0.4072
1775455209.664,74,1,21.71,-4.50,5.80,0.5440,0.4079
1775455209.714,75,1,22.04,-4.19,5.69,0.5455,0.4089
1775455209.764,76,1,23.39,-3.41,5.30,0.5467,0.4115
1775455209.814,77,1,23.69,-3.82,5.40,0.5497,0.4122
1775455209.864,78,1,24.50,-4.50,5.49,0.5531,0.4158
1775455209.914,79,1,25.10,-3.86,4.89,0.5546,0.4198
1775455209.964,80,1,24.77,-3.93,4.94,0.5576,0.4190
1775455210.014,81,1,25.89,-3.40,4.48,0.5594,0.4209
1775455210.064,82,1,22.19,-6.99,-173.41,0.5592,0.4226
1775455210.114,83,1,22.62,-7.02,-173.38,0.5588,0.4238
1775455210.164,84,1,27.32,-2.94,4.32,0.5584,0.4256
1775455210.214,85,1,27.76,-2.13,4.03,0.5568,0.4258
1775455210.264,86,1,28.36,-1.20,3.85,0.5524,0.4259
1775455210.314,87,1,27.80,-1.13,3.79,0.5505,0.4259
1775455210.364,88,1,27.72,-1.08,3.59,0.5488,0.4238
1775455210.414,89,1,27.76,-1.12,3.37,0.5487,0.4217
1775455210.464,90,1,22.64,-5.40,-174.57,0.5489,0.4189
1775455210.514,91,1,22.60,-5.53,-174.53,0.5491,0.4187
1775455210.564,92,1,22.62,-5.83,-174.50,0.5476,0.4188
1775455210.614,93,1,22.74,-5.89,-174.72,0.5469,0.4182
1775455210.664,94,1,22.26,-5.77,-174.84,0.5457,0.4178
1775455210.714,95,1,21.24,-5.64,-175.14,0.5444,0.4166
1775455210.764,96,1,27.05,-2.94,3.31,0.5446,0.4166
1775455210.814,97,1,27.33,-3.10,3.35,0.5442,0.4168
1775455210.864,98,1,27.57,-3.15,3.37,0.5425,0.4169
1775455210.914,99,1,27.12,-2.90,3.23,0.5406,0.4174
1775455210.964,100,1,27.04,-3.18,3.47,0.5374,0.4174
1775455211.014,101,1,26.68,-3.14,3.53,0.5360,0.4173
1775455211.064,102,1,26.79,-2.83,3.68,0.5332,0.4172
1775455211.114,103,1,26.37,-2.44,3.53,0.5317,0.4170
1775455211.164,104,1,26.40,-2.29,3.32,0.5300,0.4169
1775455211.214,105,1,26.13,-2.08,3.18,0.5284,0.4168
1775455211.264,106,1,26.20,-1.66,2.95,0.5255,0.4165
1775455211.314,107,1,26.01,-1.60,2.71,0.5250,0.4165
1775455211.364,108,1,25.04,-1.25,2.33,0.5229,0.4155
1775455211.414,109,1,25.03,-1.21,2.13,0.5231,0.4158
1775455211.464,110,1,25.14,-1.21,2.25,0.5231,0.4162
1775455211.514,111,1,25.22,-1.23,2.36,0.5236,0.4168
