Timestamp,Frame,Face_Detected,Pitch,Yaw,Roll,Gaze_X,Gaze_Y
1775553385.515,0,1,18.59,2.14,-179.19,0.5381,0.6481
1775553385.565,1,1,3.62,4.54,0.20,0.5384,0.6482
1775553385.615,2,1,3.57,4.51,0.24,0.5385,0.6482
1775553385.665,3,1,3.58,4.41,0.22,0.5386,0.6482
1775553385.715,4,1,3.58,4.39,0.25,0.5386,0.6482
1775553385.765,5,1,19.03,1.25,-179.07,0.5386,0.6482
1775553385.815,6,1,3.58,4.27,0.26,0.5386,0.6482
1775553385.865,7,1,19.06,1.06,-179.04,0.5387,0.6482
1775553385.915,8,1,19.07,1.05,-179.03,0.5387,0.6482
1775553385.965,9,1,19.07,0.97,-179.02,0.5387,0.6482
1775553386.015,10,1,19.26,0.46,-179.09,0.5387,0.6482
1775553386.065,11,1,19.25,0.19,-179.00,0.5388,0.6482
1775553386.115,12,1,18.90,1.98,-179.45,0.5390,0.6463
1775553386.165,13,1,18.71,2.27,-179.43,0.5391,0.6434
1775553386.215,14,1,17.76,1.99,-179.35,0.5390,0.6376
1775553386.265,15,1,16.85,5.12,-179.69,0.5383,0.6339
1775553386.315,16,1,2.64,4.54,-0.37,0.5370,0.6285
1775553386.365,17,1,1.60,7.94,-0.91,0.5332,0.6192
1775553386.415,18,1,1.63,7.20,-1.28,0.5314,0.6170
1775553386.465,19,1,1.77,7.18,-1.76,0.5296,0.6137
1775553386.515,20,1,1.06,7.14,-2.31,0.5289,0.6115
1775553386.565,21,1,1.77,10.67,-2.49,0.5270,0.6111
1775553386.615,22,1,2.02,13.85,-2.67,0.5260,0.6096
1775553386.665,23,1,1.82,13.50,-2.73,0.5265,0.6086
1775553386.715,24,1,2.19,11.43,-2.23,0.5271,0.6075
1775553386.765,25,1,2.20,11.53,-1.72,0.5282,0.6061
1775553386.815,26,1,13.93,14.80,178.29,0.5288,0.6058
1775553386.865,27,1,13.98,13.32,178.44,0.5295,0.6060
1775553386.915,28,1,14.95,6.11,179.75,0.5310,0.6066
1775553386.965,29,0,,,,,
1775553387.015,30,0,,,,,
1775553387.065,31,1,19.22,3.72,-179.75,0.5262,0.6114
1775553387.115,32,1,1.93,7.90,-1.91,0.5326,0.6138
1775553387.165,33,1,2.98,10.29,-1.62,0.5320,0.6163
1775553387.215,34,1,16.55,4.07,179.04,0.5335,0.6170
1775553387.265,35,1,3.78,4.38,-0.95,0.5342,0.6166
1775553387.315,36,1,17.05,5.94,178.94,0.5338,0.6168
1775553387.365,37,1,16.71,7.68,179.09,0.5335,0.6171
1775553387.415,38,1,16.18,9.00,179.12,0.5336,0.6172
1775553387.465,39,1,15.62,10.98,179.17,0.5339,0.6173
1775553387.515,40,1,15.99,9.21,179.21,0.5343,0.6173
1775553387.565,41,1,16.00,9.20,179.25,0.5343,0.6173
1775553387.615,42,1,15.60,10.26,179.05,0.5344,0.6175
1775553387.665,43,1,15.89,7.11,179.22,0.5346,0.6179
1775553387.715,44,1,15.75,8.33,179.08,0.5346,0.6184
1775553387.765,45,1,16.03,5.77,179.32,0.5347,0.6184
1775553387.815,46,1,16.24,4.87,179.37,0.5348,0.6185
1775553387.865,47,1,3.12,6.26,-0.99,0.5351,0.6182
1775553387.915,48,1,16.64,3.44,179.65,0.5356,0.6188
1775553387.965,49,1,16.46,4.66,179.34,0.5358,0.6188
1775553388.015,50,1,16.33,6.36,179.03,0.5359,0.6188
1775553388.065,51,1,16.54,4.46,179.15,0.5366,0.6187
1775553388.115,52,1,16.62,4.67,179.17,0.5369,0.6189
1775553388.165,53,1,16.92,1.80,179.50,0.5380,0.6187
1775553388.215,54,1,16.88,0.28,179.80,0.5388,0.6188
1775553388.265,55,1,16.19,7.94,179.03,0.5387,0.6185
1775553388.315,56,1,15.57,10.45,178.77,0.5398,0.6174
1775553388.365,57,1,15.90,9.10,179.05,0.5423,0.6174
1775553388.415,58,1,16.78,5.88,179.44,0.5441,0.6186
1775553388.465,59,1,17.29,1.95,179.91,0.5461,0.6200
1775553388.515,60,1,16.87,4.36,179.95,0.5467,0.6210
1775553388.565,61,1,18.49,-1.82,-178.89,0.5481,0.6254
1775553388.615,62,1,18.16,-1.83,-178.74,0.5490,0.6279
1775553388.665,63,1,17.81,3.77,-179.27,0.5496,0.6288
1775553388.715,64,1,18.29,-6.64,-177.63,0.5515,0.6298
1775553388.765,65,1,17.18,-12.91,-176.89,0.5531,0.6307
1775553388.815,66,1,17.00,-12.20,-177.09,0.5531,0.6316
1775553388.865,67,1,16.62,-14.23,-176.79,0.5534,0.6339
1775553388.915,68,1,16.96,-13.96,-176.77,0.5532,0.6353
1775553388.965,69,1,16.61,-16.14,-176.59,0.5534,0.6387
1775553389.015,70,1,16.86,-16.12,-176.55,0.5533,0.6410
1775553389.065,71,1,16.96,-17.20,-176.47,0.5531,0.6428
1775553389.115,72,1,17.63,-15.34,-176.31,0.5520,0.6470
1775553389.165,73,1,18.52,-13.95,-176.41,0.5513,0.6539
1775553389.215,74,1,18.17,-16.27,-175.93,0.5506,0.6568
1775553389.265,75,1,19.01,-12.81,-176.20,0.5501,0.6653
1775553389.315,76,1,20.28,-15.62,-175.73,0.5501,0.6736
1775553389.365,77,1,19.84,-13.81,-175.39,0.5501,0.6808
1775553389.415,78,1,21.31,-14.78,-175.13,0.5503,0.6889
1775553389.465,79,1,21.13,-15.49,-175.10,0.5504,0.6931
1775553389.515,80,1,21.82,-15.31,-175.06,0.5501,0.6991
1775553389.565,81,1,21.96,-15.96,-175.14,0.5497,0.7002
1775553389.615,82,1,21.75,-15.44,-175.48,0.5493,0.6990
1775553389.665,83,1,22.02,-13.31,-175.91,0.5482,0.6965
1775553389.715,84,1,21.76,-14.72,-175.92,0.5483,0.6965
1775553389.765,85,1,21.36,-14.96,-175.87,0.5481,0.6959
1775553389.815,86,1,21.22,-15.30,-175.89,0.5479,0.6956
1775553389.865,87,1,21.10,-15.50,-175.89,0.5480,0.6952
1775553389.915,88,1,21.33,-15.08,-175.84,0.5480,0.6955
1775553389.965,89,1,21.49,-14.65,-175.83,0.5480,0.6958
1775553390.015,90,1,21.33,-14.65,-175.81,0.5480,0.6958
1775553390.065,91,1,21.25,-15.36,-175.71,0.5480,0.6958
1775553390.115,92,1,21.73,-13.21,-175.93,0.5482,0.6955
1775553390.165,93,1,21.36,-16.30,-175.62,0.5489,0.6947
1775553390.215,94,1,21.08,-17.99,-175.38,0.5499,0.6943
1775553390.265,95,1,20.49,-19.08,-175.13,0.5503,0.6932
1775553390.315,96,1,20.51,-18.95,-175.09,0.5510,0.6931
1775553390.365,97,1,20.86,-17.75,-175.52,0.5515,0.6942
1775553390.415,98,1,20.38,-18.67,-175.48,0.5517,0.6942
1775553390.465,99,1,20.03,-18.91,-175.49,0.5519,0.6942
1775553390.515,100,1,19.86,-20.38,-175.19,0.5522,0.6944
1775553390.565,101,1,20.30,-20.27,-175.15,0.5533,0.6950
1775553390.615,102,1,20.31,-21.26,-175.12,0.5552,0.6953
1775553390.665,103,1,20.30,-22.34,-174.94,0.5570,0.6957
1775553390.715,104,1,20.65,-21.94,-175.03,0.5586,0.6963
1775553390.765,105,1,20.41,-23.04,-174.78,0.5601,0.6964
1775553390.815,106,1,20.35,-23.03,-174.77,0.5601,0.6964
1775553390.865,107,1,20.26,-22.90,-174.73,0.5596,0.6964
1775553390.915,108,1,19.89,-22.95,-174.80,0.5593,0.6960
1775553390.965,109,1,20.03,-21.61,-175.03,0.5589,0.6967
1775553391.015,110,1,20.29,-21.39,-175.05,0.5585,0.6977
1775553391.065,111,1,20.33,-20.71,-175.13,0.5574,0.6988
1775553391.115,112,1,20.42,-20.14,-175.20,0.5569,0.6990
1775553391.165,113,1,20.48,-19.76,-175.25,0.5562,0.6993
1775553391.215,114,1,20.91,-19.85,-175.16,0.5558,0.7006
1775553391.265,115,1,21.30,-19.67,-175.10,0.5555,0.7015
1775553391.315,116,1,21.37,-19.35,-175.16,0.5555,0.7017
1775553391.365,117,1,21.49,-19.12,-175.13,0.5553,0.7019
1775553391.415,118,1,21.73,-18.43,-175.13,0.5549,0.7021
1775553391.465,119,1,21.74,-18.33,-175.18,0.5549,0.7021
1775553391.515,120,1,21.77,-18.42,-175.22,0.5549,0.7022
1775553391.565,121,1,21.85,-18.16,-175.26,0.5549,0.7022
1775553391.615,122,1,22.01,-18.30,-175.27,0.5549,0.7028
1775553391.665,123,1,21.87,-18.29,-175.28,0.5549,0.7024
1775553391.715,124,1,21.91,-18.19,-175.37,0.5550,0.7023
1775553391.765,125,1,21.68,-19.11,-175.35,0.5550,0.7023
1775553391.815,126,1,21.66,-19.18,-175.15,0.5549,0.7022
1775553391.865,127,1,21.44,-19.04,-175.14,0.5548,0.7015
1775553391.915,128,1,21.50,-18.91,-175.12,0.5546,0.7012
1775553391.965,129,1,21.63,-18.15,-175.23,0.5542,0.7012
1775553392.015,130,1,21.53,-18.27,-175.32,0.5540,0.7011
1775553392.065,131,1,21.64,-18.20,-175.26,0.5538,0.7012
1775553392.115,132,1,21.35,-16.63,-175.36,0.5538,0.7004
1775553392.165,133,1,21.08,-17.32,-175.34,0.5538,0.7002
1775553392.215,134,1,21.08,-17.12,-175.34,0.5536,0.7000
1775553392.265,135,1,21.33,-16.85,-175.33,0.5536,0.7004
1775553392.315,136,1,21.79,-15.17,-175.38,0.5536,0.7014
1775553392.365,137,1,21.73,-15.14,-175.41,0.5536,0.7015
1775553392.415,138,1,21.87,-14.49,-175.50,0.5533,0.7015
1775553392.465,139,1,21.94,-15.17,-175.48,0.5533,0.7019
1775553392.515,140,1,21.71,-15.34,-175.53,0.5530,0.7016
1775553392.565,141,1,21.86,-14.75,-175.54,0.5530,0.7018
1775553392.615,142,1,21.83,-14.10,-175.58,0.5531,0.7018
1775553392.665,143,1,21.58,-14.86,-175.46,0.5531,0.7019
1775553392.715,144,1,21.56,-15.23,-175.60,0.5531,0.7021
1775553392.765,145,1,21.45,-16.10,-175.45,0.5530,0.7021
1775553392.815,146,1,21.79,-15.87,-175.57,0.5526,0.7023
1775553392.865,147,1,21.93,-14.41,-175.67,0.5524,0.7021
1775553392.915,148,1,21.92,-14.39,-175.68,0.5521,0.7021
1775553392.965,149,1,21.71,-13.69,-175.90,0.5517,0.7023
1775553393.015,150,1,22.52,-13.32,-175.98,0.5517,0.7039
1775553393.065,151,1,22.82,-13.11,-175.92,0.5514,0.7045
1775553393.115,152,1,23.06,-12.39,-175.95,0.5511,0.7044
1775553393.165,153,1,23.07,-12.15,-175.96,0.5506,0.7044
1775553393.215,154,1,23.02,-12.34,-175.75,0.5502,0.7042
1775553393.265,155,1,22.86,-12.79,-175.72,0.5502,0.7039
1775553393.315,156,1,22.78,-11.67,-175.94,0.5502,0.7034
1775553393.365,157,1,22.67,-10.76,-176.12,0.5499,0.7027
1775553393.415,158,1,22.76,-10.87,-176.16,0.5499,0.7026
1775553393.465,159,1,22.72,-10.15,-176.32,0.5497,0.7025
1775553393.515,160,1,22.49,-10.58,-176.33,0.5496,0.7021
1775553393.565,161,1,22.47,-9.91,-176.46,0.5493,0.7022
1775553393.615,162,1,22.90,-8.89,-176.58,0.5493,0.7029
1775553393.665,163,1,22.86,-9.34,-176.49,0.5493,0.7029
1775553393.715,164,1,22.69,-10.85,-176.23,0.5492,0.7029
1775553393.765,165,1,22.51,-11.86,-176.00,0.5491,0.7027
1775553393.815,166,1,22.44,-12.53,-175.81,0.5491,0.7027
1775553393.865,167,1,22.56,-11.75,-175.89,0.5488,0.7027
1775553393.915,168,1,22.45,-12.24,-175.90,0.5487,0.7028
1775553393.965,169,1,22.40,-12.01,-175.95,0.5487,0.7026
1775553394.015,170,1,22.39,-11.25,-176.06,0.5484,0.7026
1775553394.065,171,1,22.21,-12.27,-176.00,0.5484,0.7025
1775553394.115,172,1,22.05,-13.03,-175.92,0.5484,0.7025
1775553394.165,173,1,22.18,-12.61,-175.98,0.5485,0.7025
1775553394.215,174,1,22.26,-12.23,-175.98,0.5484,0.7025
1775553394.265,175,1,22.22,-12.18,-176.11,0.5484,0.7022
1775553394.315,176,1,21.45,-12.81,-176.09,0.5486,0.7005
1775553394.365,177,1,21.35,-14.39,-175.99,0.5489,0.7003
1775553394.415,178,1,21.42,-14.28,-175.94,0.5490,0.7003
1775553394.465,179,1,21.76,-12.99,-175.84,0.5492,0.7005
1775553394.515,180,1,21.68,-13.08,-176.04,0.5497,0.7002
1775553394.565,181,1,21.17,-16.98,-175.68,0.5506,0.7000
1775553394.615,182,1,20.72,-19.27,-175.36,0.5511,0.6990
1775553394.665,183,1,20.81,-19.27,-175.27,0.5511,0.6991
1775553394.715,184,1,20.65,-19.37,-175.17,0.5513,0.6991
1775553394.765,185,1,20.52,-19.38,-175.17,0.5515,0.6988
1775553394.815,186,1,20.60,-19.63,-175.19,0.5514,0.6990
1775553394.865,187,1,20.65,-19.47,-175.26,0.5514,0.6990
1775553394.915,188,1,20.77,-19.17,-175.30,0.5514,0.6990
1775553394.965,189,1,21.06,-18.18,-175.46,0.5512,0.6988
1775553395.015,190,1,21.19,-17.89,-175.56,0.5511,0.6988
1775553395.065,191,1,21.23,-17.66,-175.63,0.5510,0.6989
1775553395.115,192,1,21.38,-17.42,-175.58,0.5511,0.6991
1775553395.165,193,1,21.16,-18.24,-175.45,0.5510,0.6994
1775553395.215,194,1,21.19,-18.15,-175.43,0.5510,0.6993
1775553395.265,195,1,21.21,-18.47,-175.42,0.5508,0.6993
1775553395.315,196,1,21.31,-18.32,-175.43,0.5508,0.6992
1775553395.365,197,1,21.01,-18.74,-175.44,0.5507,0.6978
1775553395.415,198,1,21.15,-18.54,-175.54,0.5506,0.6970
1775553395.465,199,1,21.37,-17.98,-175.48,0.5502,0.6968
1775553395.515,200,1,21.54,-17.41,-175.53,0.5503,0.6966
1775553395.565,201,1,21.82,-16.83,-175.53,0.5503,0.6963
1775553395.615,202,1,21.45,-16.65,-175.68,0.5504,0.6939
1775553395.665,203,1,21.64,-16.00,-175.80,0.5504,0.6922
1775553395.715,204,1,22.09,-14.87,-175.99,0.5505,0.6922
1775553395.765,205,1,22.39,-14.10,-175.99,0.5505,0.6917
1775553395.815,206,1,22.86,-13.28,-176.06,0.5505,0.6916
1775553395.865,207,1,23.01,-12.97,-176.12,0.5504,0.6918
1775553395.915,208,1,23.08,-12.09,-176.26,0.5501,0.6917
1775553395.965,209,1,23.18,-11.39,-176.33,0.5497,0.6912
1775553396.015,210,1,23.59,-11.05,-176.30,0.5497,0.6911
1775553396.065,211,1,23.41,-10.87,-176.32,0.5496,0.6897
1775553396.115,212,1,23.47,-9.25,-176.64,0.5495,0.6890
1775553396.165,213,1,23.61,-8.60,-176.72,0.5493,0.6890
1775553396.215,214,1,23.26,-8.93,-176.69,0.5491,0.6886
1775553396.265,215,1,23.03,-9.21,-176.68,0.5490,0.6882
1775553396.315,216,1,22.82,-9.87,-176.51,0.5490,0.6876
1775553396.365,217,1,22.62,-9.33,-176.69,0.5492,0.6874
1775553396.415,218,1,22.10,-11.87,-176.35,0.5497,0.6871
1775553396.465,219,1,21.65,-12.97,-176.09,0.5500,0.6865
1775553396.515,220,1,21.07,-15.78,-175.75,0.5506,0.6865
1775553396.565,221,1,21.07,-16.20,-175.79,0.5508,0.6866
1775553396.615,222,1,21.10,-15.72,-175.90,0.5508,0.6865
1775553396.665,223,1,21.04,-15.32,-175.95,0.5508,0.6864
1775553396.715,224,1,20.87,-15.97,-175.87,0.5511,0.6865
1775553396.765,225,1,20.75,-16.01,-175.78,0.5513,0.6865
1775553396.815,226,1,20.63,-16.02,-175.99,0.5518,0.6864
1775553396.865,227,1,20.53,-16.15,-175.91,0.5520,0.6864
1775553396.915,228,1,21.17,-13.78,-176.15,0.5522,0.6869
1775553396.965,229,1,21.02,-14.34,-175.94,0.5526,0.6869
1775553397.015,230,1,20.99,-14.25,-175.89,0.5526,0.6869
1775553397.065,231,1,20.74,-14.14,-175.96,0.5528,0.6864
1775553397.115,232,1,20.67,-14.19,-175.95,0.5529,0.6864
1775553397.165,233,1,20.84,-12.46,-176.12,0.5532,0.6865
1775553397.215,234,1,21.23,-10.12,-176.56,0.5533,0.6868
1775553397.265,235,1,21.31,-10.04,-176.52,0.5533,0.6871
1775553397.315,236,1,20.98,-12.08,-176.23,0.5536,0.6869
1775553397.365,237,1,21.07,-11.39,-176.32,0.5536,0.6870
1775553397.415,238,1,20.93,-12.13,-176.24,0.5537,0.6869
1775553397.465,239,1,21.01,-11.87,-176.23,0.5538,0.6871
1775553397.515,240,1,21.14,-10.91,-176.35,0.5538,0.6872
1775553397.565,241,1,20.89,-12.21,-176.18,0.5543,0.6872
1775553397.615,242,1,20.91,-12.31,-176.12,0.5543,0.6872
1775553397.665,243,1,21.05,-11.12,-176.27,0.5546,0.6876
1775553397.715,244,1,21.06,-11.60,-176.11,0.5549,0.6878
1775553397.765,245,1,20.89,-11.46,-176.13,0.5550,0.6878
1775553397.815,246,1,20.70,-15.69,-175.79,0.5554,0.6887
1775553397.865,247,1,20.81,-15.41,-175.86,0.5550,0.6886
1775553397.915,248,1,20.63,-17.17,-175.77,0.5551,0.6886
1775553397.965,249,1,20.25,-18.15,-175.67,0.5550,0.6879
1775553398.015,250,1,20.56,-17.63,-175.67,0.5547,0.6879
1775553398.065,251,1,20.37,-17.86,-175.52,0.5545,0.6873
1775553398.115,252,1,20.11,-17.76,-175.65,0.5545,0.6865
1775553398.165,253,1,19.99,-18.30,-175.65,0.5543,0.6864
1775553398.215,254,1,20.05,-17.69,-175.74,0.5540,0.6858
1775553398.265,255,1,19.85,-17.70,-175.78,0.5538,0.6854
1775553398.315,256,1,19.83,-17.50,-175.87,0.5535,0.6854
1775553398.365,257,1,19.84,-17.35,-175.93,0.5534,0.6854
1775553398.415,258,1,19.68,-18.41,-175.88,0.5533,0.6852
1775553398.465,259,1,19.84,-17.65,-176.01,0.5531,0.6854
1775553398.515,260,1,19.59,-17.99,-175.99,0.5529,0.6844
1775553398.565,261,1,19.65,-18.37,-175.92,0.5528,0.6844
