Timestamp,Event,Details
1775553385.5147996,SESSION_START,
1775553386.0792794,QUESTION_START,Q1
1775553492.4727101,QUESTION_END,Q1
1775553492.4729896,QUESTION_START,Q2
1775553554.9970033,QUESTION_END,Q2
1775553554.997168,QUESTION_START,Q3
1775553662.9028141,QUESTION_END,Q3
1775553662.9032614,QUESTION_START,Q4
1775553677.2423918,QUESTION_END,Q4
1775553677.2425728,QUESTION_START,Q5
1775553751.4364567,QUESTION_END,Q5
1775553751.4366305,SESSION_END,
