Timestamp,Event,Details
1776585464.124234,SESSION_START,
1776585464.6776311,QUESTION_START,Q1
1776585512.8909786,QUESTION_END,Q1
1776585512.8911119,QUESTION_START,Q2
1776585576.2199175,QUESTION_END,Q2
1776585576.2200756,QUESTION_START,Q3
1776585617.4495995,QUESTION_END,Q3
1776585617.4498181,QUESTION_START,Q4
1776585703.8207343,QUESTION_END,Q4
1776585703.820868,QUESTION_START,Q5
1776585728.4908116,QUESTION_END,Q5
1776585728.4909642,SESSION_END,
