Timestamp,Event,Details
1776580356.8730385,SESSION_START,
1776580357.455817,QUESTION_START,Q1
1776580464.989239,QUESTION_END,Q1
1776580464.989415,QUESTION_START,Q2
1776580527.6939805,QUESTION_END,Q2
1776580527.6945295,QUESTION_START,Q3
1776580669.6318877,QUESTION_END,Q3
1776580669.6321208,QUESTION_START,Q4
1776580749.7882543,QUESTION_END,Q4
1776580749.7883787,QUESTION_START,Q5
1776580818.832899,QUESTION_END,Q5
1776580818.833202,SESSION_END,
