Timestamp,Frame_ID,Gaze_X,Gaze_Y,Head_Yaw,Head_Pitch,Head_Roll,Active_Window
1770557938.7550104,1,0.6202701330184937,0.6799109578132629,-38.236725811035775,11.84625745428735,178.83485412976884,Command Prompt - python  data_collector.py
1770557940.4235227,2,0.6195677518844604,0.6798371076583862,-39.54437281357967,11.464649701303106,178.88323169334208,Command Prompt - python  data_collector.py
1770557940.4463372,3,0.61761075258255,0.6797712445259094,-40.02726124017746,11.069099517304409,178.8705441751964,Command Prompt - python  data_collector.py
1770557940.4683785,4,0.6155647039413452,0.6799722909927368,-39.97245425624166,10.829185720994888,178.79127718491125,Command Prompt - python  data_collector.py
1770557940.4912157,5,0.6156782507896423,0.6799512505531311,-40.18901075319832,10.352122476415936,179.1216936099178,Command Prompt - python  data_collector.py
1770557940.51587,6,0.614942193031311,0.679901123046875,-40.405433966008154,10.21005162170623,179.198918011039,Command Prompt - python  data_collector.py
1770557940.5380707,7,0.6136273741722107,0.6789405345916748,-40.196644298650696,10.26704829044774,179.30658004166284,Command Prompt - python  data_collector.py
1770557940.5612013,8,0.6127594709396362,0.6785888671875,-40.42828520513673,9.941233837371714,179.40809336540667,Command Prompt - python  data_collector.py
1770557940.5855749,9,0.6131083965301514,0.6785212159156799,-40.579875092823066,9.408703630069555,179.16636518028315,Command Prompt - python  data_collector.py
1770557940.608165,10,0.6132476329803467,0.6784684062004089,-40.44526187104513,9.715334095212288,178.76148342770145,Command Prompt - python  data_collector.py
1770557940.6452937,11,0.6135889887809753,0.6784752607345581,-40.33017933712516,9.70163814108081,178.4604075017563,Command Prompt - python  data_collector.py
1770557940.668593,12,0.6164177060127258,0.6785519123077393,-41.186930846921086,9.649072608940095,178.54491112902798,Command Prompt - python  data_collector.py
1770557940.6905675,13,0.6166579723358154,0.6784696578979492,-41.41523818633626,10.137848577267935,178.48669580764934,Command Prompt - python  data_collector.py
1770557940.7218356,14,0.6161743998527527,0.6784750819206238,-40.93748413066028,10.315798973984926,178.72202156877657,Command Prompt - python  data_collector.py
1770557940.7582195,15,0.6157888174057007,0.6794037222862244,-40.04807965356959,10.870242610575698,178.85494341679168,Command Prompt - python  data_collector.py
1770557940.8040829,16,0.6159545183181763,0.6802380681037903,-39.976179630256176,11.33433353774791,178.58737318774564,Command Prompt - python  data_collector.py
1770557940.8390517,17,0.6160549521446228,0.6808999180793762,-39.795317352698774,11.468728702148058,178.59238193061776,Command Prompt - python  data_collector.py
1770557940.8816366,18,0.6153441667556763,0.681538462638855,-39.33301915891173,12.035578577462795,178.42564786005116,Command Prompt - python  data_collector.py
1770557940.9048681,19,0.6142637729644775,0.6815717220306396,-38.81753223551852,12.282582513977308,178.22367263041403,Command Prompt - python  data_collector.py
1770557940.9268703,20,0.6140811443328857,0.6817382574081421,-38.25789042112224,13.28405954474629,177.9836844926668,Command Prompt - python  data_collector.py
1770557940.9654362,21,0.6141492128372192,0.6823708415031433,-37.81271607693573,13.399699696909291,177.97202639336155,Command Prompt - python  data_collector.py
