Timestamp,Event,Details
1776582439.0911906,SESSION_START,
1776582439.6549535,QUESTION_START,Q1
1776582532.9084764,QUESTION_END,Q1
1776582532.9086537,QUESTION_START,Q2
1776582742.2208273,QUESTION_END,Q2
1776582742.221096,QUESTION_START,Q3
1776582823.3132563,QUESTION_END,Q3
1776582823.3135743,QUESTION_START,Q4
1776582906.2200792,QUESTION_END,Q4
1776582906.2201989,QUESTION_START,Q5
1776582950.4138916,QUESTION_END,Q5
1776582950.4140723,SESSION_END,
