Timestamp,Event,Details
1775543331.9931335,SESSION_START,
1775543332.713143,QUESTION_START,Q1
1775543421.8124895,QUESTION_END,Q1
1775543421.8128421,QUESTION_START,Q2
1775543461.415115,QUESTION_END,Q2
1775543461.415418,QUESTION_START,Q3
1775543515.9663823,QUESTION_END,Q3
1775543515.9666603,QUESTION_START,Q4
1775543562.1656563,QUESTION_END,Q4
1775543562.1659195,QUESTION_START,Q5
1775543633.5179977,QUESTION_END,Q5
1775543633.5183997,SESSION_END,
