Timestamp,Event,Details
1775466874.1645615,SESSION_START,
1775466874.9320903,QUESTION_START,Q1
1775466907.1434793,QUESTION_END,Q1
1775466907.1439033,QUESTION_START,Q2
1775466975.7815516,QUESTION_END,Q2
1775466975.7819054,QUESTION_START,Q3
1775467053.6400542,QUESTION_END,Q3
1775467053.6405525,QUESTION_START,Q4
1775467181.24011,QUESTION_END,Q4
1775467181.2404156,QUESTION_START,Q5
1775467248.2498446,QUESTION_END,Q5
1775467248.2502737,SESSION_END,
