Timestamp,Event_Type,Key_Button,X,Y,Action
1770558085.7287414,Mouse,Move,727,150,Move
1770558085.7297542,Mouse,Move,726,150,Move
1770558085.730762,Mouse,Move,726,151,Move
1770558085.7317562,Mouse,Move,725,152,Move
1770558085.73276,Mouse,Move,724,152,Move
1770558085.7337754,Mouse,Move,723,152,Move
1770558085.734724,Mouse,Move,723,153,Move
1770558085.735771,Mouse,Move,723,153,Move
1770558085.7367337,Mouse,Move,721,154,Move
1770558085.7377326,Mouse,Move,721,155,Move
1770558085.7387266,Mouse,Move,720,155,Move
1770558085.7397604,Mouse,Move,720,156,Move
1770558085.74072,Mouse,Move,718,156,Move
1770558085.7425215,Mouse,Move,718,157,Move
1770558085.742783,Mouse,Move,717,158,Move
1770558085.7437208,Mouse,Move,717,159,Move
1770558085.7447238,Mouse,Move,716,159,Move
1770558085.7457304,Mouse,Move,716,160,Move
1770558085.7467377,Mouse,Move,715,161,Move
1770558085.7478492,Mouse,Move,714,161,Move
1770558085.7487214,Mouse,Move,714,162,Move
1770558085.7497983,Mouse,Move,713,162,Move
1770558085.7507231,Mouse,Move,712,164,Move
1770558085.751747,Mouse,Move,711,164,Move
1770558085.7527359,Mouse,Move,711,165,Move
1770558085.7537594,Mouse,Move,710,165,Move
1770558085.7547193,Mouse,Move,709,167,Move
1770558085.7557166,Mouse,Move,708,167,Move
1770558085.7567153,Mouse,Move,708,168,Move
1770558085.7577293,Mouse,Move,707,168,Move
1770558085.7587113,Mouse,Move,707,170,Move
1770558085.7597322,Mouse,Move,706,170,Move
1770558085.760747,Mouse,Move,705,172,Move
1770558085.7617412,Mouse,Move,705,172,Move
1770558085.7627432,Mouse,Move,704,173,Move
1770558085.7636907,Mouse,Move,703,173,Move
1770558085.764697,Mouse,Move,702,174,Move
1770558085.765696,Mouse,Move,702,174,Move
1770558085.7667303,Mouse,Move,701,176,Move
1770558085.7677083,Mouse,Move,701,176,Move
1770558085.768696,Mouse,Move,699,177,Move
1770558085.7696955,Mouse,Move,699,177,Move
1770558085.7706864,Mouse,Move,698,178,Move
1770558085.771811,Mouse,Move,698,179,Move
1770558085.7727084,Mouse,Move,697,180,Move
1770558085.7737422,Mouse,Move,696,181,Move
1770558085.7747567,Mouse,Move,695,181,Move
1770558085.775808,Mouse,Move,694,182,Move
1770558085.776763,Mouse,Move,694,182,Move
1770558085.7777526,Mouse,Move,693,183,Move
1770558085.77874,Mouse,Move,692,184,Move
1770558085.7797277,Mouse,Move,691,185,Move
1770558085.7807345,Mouse,Move,690,185,Move
1770558085.7817225,Mouse,Move,690,186,Move
1770558085.7827153,Mouse,Move,688,187,Move
1770558085.7844224,Mouse,Move,688,187,Move
1770558085.7846801,Mouse,Move,687,188,Move
1770558085.785737,Mouse,Move,686,188,Move
1770558085.7867475,Mouse,Move,684,190,Move
1770558085.78772,Mouse,Move,684,190,Move
1770558085.7887228,Mouse,Move,683,190,Move
1770558085.7897315,Mouse,Move,682,192,Move
1770558085.790714,Mouse,Move,681,192,Move
1770558085.791729,Mouse,Move,679,193,Move
1770558085.7928188,Mouse,Move,678,194,Move
1770558085.7937438,Mouse,Move,677,194,Move
1770558085.794746,Mouse,Move,677,194,Move
1770558085.7957332,Mouse,Move,676,196,Move
1770558085.7967381,Mouse,Move,674,196,Move
1770558085.7977417,Mouse,Move,673,197,Move
1770558085.798717,Mouse,Move,672,198,Move
1770558085.7997396,Mouse,Move,671,198,Move
1770558085.8007226,Mouse,Move,670,199,Move
1770558085.8017356,Mouse,Move,668,199,Move
1770558085.8027213,Mouse,Move,667,200,Move
1770558085.8037107,Mouse,Move,666,201,Move
1770558085.804915,Mouse,Move,665,201,Move
1770558085.8057058,Mouse,Move,664,202,Move
1770558085.8067055,Mouse,Move,663,202,Move
1770558085.8076925,Mouse,Move,662,203,Move
1770558085.8086948,Mouse,Move,660,204,Move
1770558085.809706,Mouse,Move,659,204,Move
1770558085.810694,Mouse,Move,659,205,Move
1770558085.811712,Mouse,Move,657,206,Move
1770558085.8126943,Mouse,Move,656,206,Move
1770558085.8136985,Mouse,Move,655,207,Move
1770558085.814743,Mouse,Move,654,207,Move
1770558085.8157222,Mouse,Move,653,207,Move
1770558085.816819,Mouse,Move,651,208,Move
1770558085.817729,Mouse,Move,651,209,Move
1770558085.8187692,Mouse,Move,650,209,Move
1770558085.8197823,Mouse,Move,649,210,Move
1770558085.820789,Mouse,Move,648,210,Move
1770558085.8217444,Mouse,Move,647,210,Move
1770558085.8227484,Mouse,Move,646,211,Move
1770558085.8237357,Mouse,Move,645,212,Move
1770558085.8247201,Mouse,Move,644,212,Move
1770558085.8257203,Mouse,Move,644,212,Move
1770558085.8268516,Mouse,Move,643,213,Move
1770558085.827729,Mouse,Move,642,213,Move
1770558085.8287332,Mouse,Move,641,213,Move
1770558085.8297908,Mouse,Move,641,214,Move
1770558085.830783,Mouse,Move,639,215,Move
1770558085.8317335,Mouse,Move,639,215,Move
1770558085.8327265,Mouse,Move,638,215,Move
1770558085.8338866,Mouse,Move,638,215,Move
1770558085.834738,Mouse,Move,637,216,Move
1770558085.8357425,Mouse,Move,636,216,Move
1770558085.8367355,Mouse,Move,635,216,Move
1770558085.837732,Mouse,Move,635,216,Move
1770558085.838759,Mouse,Move,634,217,Move
1770558085.8407354,Mouse,Move,633,218,Move
1770558085.8417323,Mouse,Move,632,218,Move
1770558085.842765,Mouse,Move,632,218,Move
1770558085.8447835,Mouse,Move,631,218,Move
1770558085.8457496,Mouse,Move,631,219,Move
1770558085.8467503,Mouse,Move,630,219,Move
1770558085.8487449,Mouse,Move,629,219,Move
1770558085.8517375,Mouse,Move,628,220,Move
1770558085.8527122,Mouse,Move,628,220,Move
1770558085.854719,Mouse,Move,627,220,Move
1770558085.855721,Mouse,Move,627,220,Move
1770558085.8577132,Mouse,Move,626,220,Move
1770558085.8587415,Mouse,Move,625,220,Move
1770558085.8607104,Mouse,Move,625,221,Move
1770558085.8618605,Mouse,Move,625,221,Move
1770558085.8637452,Mouse,Move,624,221,Move
1770558085.866725,Mouse,Move,624,222,Move
1770558085.8677468,Mouse,Move,624,222,Move
1770558085.8707418,Mouse,Move,623,222,Move
1770558085.8747716,Mouse,Move,623,222,Move
1770558085.8777459,Mouse,Move,622,222,Move
1770558085.8817523,Mouse,Move,621,222,Move
1770558085.8857443,Mouse,Move,621,222,Move
1770558085.8917737,Mouse,Move,620,222,Move
1770558085.896742,Mouse,Move,620,222,Move
1770558085.9027464,Mouse,Move,619,222,Move
1770558085.9097462,Mouse,Move,619,222,Move
1770558085.9157317,Mouse,Move,618,222,Move
1770558085.9277515,Mouse,Move,617,222,Move
1770558085.931751,Mouse,Move,617,223,Move
1770558085.9327335,Mouse,Move,617,223,Move
1770558085.9457502,Mouse,Move,616,223,Move
1770558085.9637353,Mouse,Move,616,223,Move
1770558086.0358324,Mouse,Button.left,616,223,Pressed
1770558086.118815,Mouse,Button.left,616,223,Released
1770558086.7150013,Keyboard,q,0,0,Press
