Timestamp,Frame_ID,Gaze_X,Gaze_Y,Head_Yaw,Head_Pitch,Head_Roll,Active_Window,Left_Hand_Vis,Right_Hand_Vis,L_Wrist_X,L_Wrist_Y,R_Wrist_X,R_Wrist_Y
1770558076.8802712,416,0.5408248901367188,0.6812947988510132,-28.218649071061396,15.256174247926378,179.1191816875746,Command Prompt - python  data_collector.py,1,1,0.9699263572692871,0.754314124584198,0.10624497383832932,0.6708989143371582
1770558076.9373324,417,0.5399594306945801,0.6817924976348877,-29.75065549731779,15.532263045202994,178.85626518552607,Command Prompt - python  data_collector.py,1,1,0.970177412033081,0.7526232004165649,0.1016680970788002,0.6724187135696411
1770558076.984234,418,0.5375707745552063,0.6824264526367188,-22.650098911071677,1.30622199605659,6.313672111807987,Command Prompt - python  data_collector.py,1,1,0.9833729863166809,0.7447952032089233,0.08703719079494476,0.6738686561584473
1770558077.0348544,419,0.5388458967208862,0.6835227608680725,-29.620941174058018,14.936215757241373,178.88501425901484,Command Prompt - python  data_collector.py,1,1,1.000907063484192,0.7364948391914368,0.037093281745910645,0.6811464428901672
1770558077.0845232,420,0.5356038808822632,0.6822945475578308,-29.322627149900917,14.85845163260458,178.8348677625227,Command Prompt - python  data_collector.py,1,1,1.0057692527770996,0.734176516532898,0.04042251408100128,0.681006133556366
1770558077.1300936,421,0.5344186425209045,0.6820974349975586,-29.059060584655647,14.931458804550655,178.81271401567284,Command Prompt - python  data_collector.py,1,1,1.0027477741241455,0.7317589521408081,0.0430932492017746,0.6779451966285706
1770558077.1799052,422,0.5350090265274048,0.6827235817909241,-29.1965146010435,15.113753784648763,178.5453280328098,Command Prompt - python  data_collector.py,1,1,1.0032705068588257,0.727821409702301,0.04503573849797249,0.6814338564872742
1770558077.225126,423,0.5330489277839661,0.6826331615447998,-28.629254241490056,15.3752659137411,178.1738042767926,Command Prompt - python  data_collector.py,1,1,1.0003981590270996,0.7251641750335693,0.04992695525288582,0.6867485642433167
1770558077.2773125,424,0.5293237566947937,0.6819990873336792,-28.933082178687446,15.389286244819932,178.15476187471486,Command Prompt - python  data_collector.py,1,1,0.9973236918449402,0.7301765084266663,0.05661153048276901,0.6923608183860779
1770558077.3259602,425,0.5281405448913574,0.6821184158325195,-27.92518174299172,15.982942684562069,177.55654675781636,Command Prompt - python  data_collector.py,1,1,0.9967966079711914,0.7350641489028931,0.05769925191998482,0.6922242045402527
1770558077.3758214,426,0.5274443030357361,0.6825981736183167,-26.198371186265675,16.2909398847625,177.7494086746255,Command Prompt - python  data_collector.py,1,1,0.9962671399116516,0.7370055913925171,0.05614941567182541,0.6930999755859375
1770558077.4224048,427,0.5283039212226868,0.6821293234825134,-26.697996299421277,16.69098648255146,177.63860277152457,Command Prompt - python  data_collector.py,1,1,0.9955592751502991,0.740129828453064,0.0573614276945591,0.6974979043006897
1770558077.469152,428,0.5276237726211548,0.6816852688789368,-26.894098018679315,16.31969439173443,177.59719197436445,Command Prompt - python  data_collector.py,1,1,0.9881556630134583,0.741033673286438,0.05933239310979843,0.7006889581680298
1770558077.5157747,429,0.5276321172714233,0.6817014813423157,-26.53692903783531,16.675439050357205,177.46833098537024,Command Prompt - python  data_collector.py,1,1,0.9826041460037231,0.7387315630912781,0.06125165894627571,0.7025132179260254
1770558077.5673976,430,0.527658224105835,0.6818821430206299,-26.408092883525452,16.81271619408577,177.3934743072401,Command Prompt - python  data_collector.py,1,1,0.9784777164459229,0.7379307150840759,0.06156718358397484,0.7012989521026611
1770558077.6199684,431,0.5265558362007141,0.6823758482933044,-25.587033856946633,17.695321694902017,177.12648550441486,Command Prompt - python  data_collector.py,1,1,0.9878334403038025,0.7412527799606323,0.07176021486520767,0.7082892656326294
1770558077.6657686,432,0.5271323919296265,0.6802729368209839,-25.3708607787808,17.38836725863304,177.16587365427665,Command Prompt - python  data_collector.py,1,1,0.9595482349395752,0.7894699573516846,0.12106787413358688,0.7625824213027954
1770558077.716525,433,0.5275999903678894,0.6772005558013916,-26.492005342175236,16.092189026723315,177.15757994997585,Command Prompt - python  data_collector.py,1,1,0.9258788824081421,0.8331244587898254,0.14834564924240112,0.8030741214752197
1770558077.7602549,434,0.5303703546524048,0.6768448948860168,-27.30024077092141,15.223497492716554,176.87001072093025,Command Prompt - python  data_collector.py,1,1,0.8916264772415161,0.8866977691650391,0.19234740734100342,0.8555436134338379
1770558077.809258,435,0.5332512259483337,0.6715357303619385,-29.75081753164086,13.908020742508738,177.25686611169158,Command Prompt - python  data_collector.py,1,1,0.8524222373962402,0.9501504302024841,0.22614499926567078,0.9369428157806396
1770558077.8647003,436,0.5329181551933289,0.6659294366836548,-28.19926256809218,12.720772262270621,178.3783292618424,Command Prompt - python  data_collector.py,1,0,0.795099139213562,1.004018783569336,0,0
1770558077.909248,437,0.5338613986968994,0.6565346121788025,-21.116742905121964,-1.7172412059837243,4.755439231689454,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558077.962732,438,0.5348638296127319,0.654012143611908,-23.250263981785643,-1.372391979065237,5.099797519739049,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.0001764,439,0.5356418490409851,0.6527559161186218,-22.734402886209423,-1.721376804232159,4.889041230696157,Command Prompt - python  data_collector.py,0,0,0,0,0,0
