Timestamp,Event,Details
1776594036.3334813,SESSION_START,
1776594036.8917794,QUESTION_START,Q1
1776594134.132253,QUESTION_END,Q1
1776594134.13242,QUESTION_START,Q2
1776594186.099002,QUESTION_END,Q2
1776594186.099131,QUESTION_START,Q3
1776594250.0991206,QUESTION_END,Q3
1776594250.0992672,QUESTION_START,Q4
1776594309.2990155,QUESTION_END,Q4
1776594309.2991686,QUESTION_START,Q5
1776594409.73528,QUESTION_END,Q5
1776594409.7355716,SESSION_END,
