Timestamp,Event,Details
1776590419.2146645,SESSION_START,
1776590419.7735653,QUESTION_START,Q1
1776590486.2768238,QUESTION_END,Q1
1776590486.2770479,QUESTION_START,Q2
1776590550.6406193,QUESTION_END,Q2
1776590550.6408262,QUESTION_START,Q3
1776590677.350066,QUESTION_END,Q3
1776590677.3503897,QUESTION_START,Q4
1776590714.610401,QUESTION_END,Q4
1776590714.610626,QUESTION_START,Q5
1776590776.0708246,QUESTION_END,Q5
1776590776.0710526,SESSION_END,
