Timestamp,Event,Details
1776588445.8767276,SESSION_START,
1776588446.4230669,QUESTION_START,Q1
1776588503.2540765,QUESTION_END,Q1
1776588503.2542071,QUESTION_START,Q2
1776588644.128932,QUESTION_END,Q2
1776588644.1291385,QUESTION_START,Q3
1776588730.9226835,QUESTION_END,Q3
1776588730.9228468,QUESTION_START,Q4
1776588800.5621612,QUESTION_END,Q4
1776588800.5623932,QUESTION_START,Q5
1776588871.431431,QUESTION_END,Q5
1776588871.431635,SESSION_END,
